RegionType,Location Name,CBSACode,Year-Month,MortgageData
State,Alabama,01',2019-08,3.1%
State,Alaska,02',2019-08,1.7%
State,Arizona,04',2019-08,1.8%
State,Arkansas,05',2019-08,2.4%
State,California,06',2019-08,1.2%
State,Colorado,08',2019-08,1.2%
State,Connecticut,09',2019-08,2.4%
State,Delaware,10',2019-08,2.4%
State,District of Columbia,11',2019-08,1.6%
State,Florida,12',2019-08,2.1%
State,Georgia,13',2019-08,2.7%
State,Hawaii,15',2019-08,1.0%
State,Idaho,16',2019-08,1.3%
State,Illinois,17',2019-08,2.0%
State,Indiana,18',2019-08,2.4%
State,Iowa,19',2019-08,1.9%
State,Kansas,20',2019-08,1.8%
State,Kentucky,21',2019-08,2.4%
State,Louisiana,22',2019-08,3.8%
State,Maine,23',2019-08,2.1%
State,Maryland,24',2019-08,2.4%
State,Massachusetts,25',2019-08,1.7%
State,Michigan,26',2019-08,2.1%
State,Minnesota,27',2019-08,1.5%
State,Mississippi,28',2019-08,4.4%
State,Missouri,29',2019-08,2.0%
State,Montana,30',2019-08,1.5%
State,Nebraska,31',2019-08,1.6%
State,Nevada,32',2019-08,1.4%
State,New Hampshire,33',2019-08,1.8%
State,New Jersey,34',2019-08,2.3%
State,New Mexico,35',2019-08,2.0%
State,New York,36',2019-08,2.1%
State,North Carolina,37',2019-08,2.4%
State,North Dakota,38',2019-08,1.1%
State,Ohio,39',2019-08,2.1%
State,Oklahoma,40',2019-08,2.1%
State,Oregon,41',2019-08,1.0%
State,Pennsylvania,42',2019-08,2.7%
State,Rhode Island,44',2019-08,2.0%
State,South Carolina,45',2019-08,2.9%
State,South Dakota,46',2019-08,1.2%
State,Tennessee,47',2019-08,2.6%
State,Texas,48',2019-08,2.8%
State,Utah,49',2019-08,1.5%
State,Vermont,50',2019-08,1.5%
State,Virginia,51',2019-08,1.9%
State,Washington,53',2019-08,1.0%
State,West Virginia,54',2019-08,3.3%
State,Wisconsin,55',2019-08,1.3%
State,Wyoming,56',2019-08,2.0%
National,United States,-----,2019-09,1.9%
State,Alabama,01',2019-09,2.9%
State,Alaska,02',2019-09,1.6%
State,Arizona,04',2019-09,1.6%
State,Arkansas,05',2019-09,2.3%
State,California,06',2019-09,1.2%
State,Colorado,08',2019-09,1.1%
State,Connecticut,09',2019-09,2.2%
State,Delaware,10',2019-09,2.1%
State,District of Columbia,11',2019-09,1.6%
State,Florida,12',2019-09,2.1%
State,Georgia,13',2019-09,2.5%
State,Hawaii,15',2019-09,1.0%
State,Idaho,16',2019-09,1.2%
State,Illinois,17',2019-09,1.9%
State,Indiana,18',2019-09,2.3%
State,Iowa,19',2019-09,1.5%
State,Kansas,20',2019-09,1.7%
State,Kentucky,21',2019-09,2.2%
State,Louisiana,22',2019-09,3.7%
State,Maine,23',2019-09,2.0%
State,Maryland,24',2019-09,2.2%
State,Massachusetts,25',2019-09,1.5%
State,Michigan,26',2019-09,1.9%
State,Minnesota,27',2019-09,1.3%
State,Mississippi,28',2019-09,4.2%
State,Missouri,29',2019-09,1.7%
State,Montana,30',2019-09,1.5%
State,Nebraska,31',2019-09,1.4%
State,Nevada,32',2019-09,1.4%
State,New Hampshire,33',2019-09,1.5%
State,New Jersey,34',2019-09,2.0%
State,New Mexico,35',2019-09,2.0%
State,New York,36',2019-09,1.9%
State,North Carolina,37',2019-09,2.3%
State,North Dakota,38',2019-09,1.1%
State,Ohio,39',2019-09,1.9%
State,Oklahoma,40',2019-09,2.2%
State,Oregon,41',2019-09,0.9%
State,Pennsylvania,42',2019-09,2.5%
State,Rhode Island,44',2019-09,1.8%
State,South Carolina,45',2019-09,2.6%
State,South Dakota,46',2019-09,1.1%
State,Tennessee,47',2019-09,2.4%
State,Texas,48',2019-09,2.6%
State,Utah,49',2019-09,1.5%
State,Vermont,50',2019-09,1.5%
State,Virginia,51',2019-09,1.7%
State,Washington,53',2019-09,1.0%
State,West Virginia,54',2019-09,3.0%
State,Wisconsin,55',2019-09,1.2%
State,Wyoming,56',2019-09,1.8%
National,United States,-----,2019-10,2.1%
State,Alabama,01',2019-10,3.2%
State,Alaska,02',2019-10,1.6%
State,Arizona,04',2019-10,1.8%
State,Arkansas,05',2019-10,2.8%
State,California,06',2019-10,1.3%
State,Colorado,08',2019-10,1.2%
State,Connecticut,09',2019-10,2.4%
State,Delaware,10',2019-10,2.1%
State,District of Columbia,11',2019-10,1.6%
State,Florida,12',2019-10,2.1%
State,Georgia,13',2019-10,2.7%
State,Hawaii,15',2019-10,1.1%
State,Idaho,16',2019-10,1.8%
State,Illinois,17',2019-10,2.0%
State,Indiana,18',2019-10,2.6%
State,Iowa,19',2019-10,1.9%
State,Kansas,20',2019-10,2.0%
State,Kentucky,21',2019-10,2.4%
State,Louisiana,22',2019-10,3.9%
State,Maine,23',2019-10,2.2%
State,Maryland,24',2019-10,2.4%
State,Massachusetts,25',2019-10,1.7%
State,Michigan,26',2019-10,2.1%
State,Minnesota,27',2019-10,1.4%
State,Mississippi,28',2019-10,4.4%
State,Missouri,29',2019-10,2.1%
State,Montana,30',2019-10,1.6%
State,Nebraska,31',2019-10,1.6%
State,Nevada,32',2019-10,1.5%
State,New Hampshire,33',2019-10,1.7%
State,New Jersey,34',2019-10,2.2%
State,New Mexico,35',2019-10,2.5%
State,New York,36',2019-10,2.2%
State,North Carolina,37',2019-10,2.5%
State,North Dakota,38',2019-10,1.2%
State,Ohio,39',2019-10,2.2%
State,Oklahoma,40',2019-10,2.7%
State,Oregon,41',2019-10,1.0%
State,Pennsylvania,42',2019-10,2.7%
State,Rhode Island,44',2019-10,2.1%
State,South Carolina,45',2019-10,3.0%
State,South Dakota,46',2019-10,1.4%
State,Tennessee,47',2019-10,2.7%
State,Texas,48',2019-10,2.8%
State,Utah,49',2019-10,1.5%
State,Vermont,50',2019-10,1.7%
State,Virginia,51',2019-10,1.9%
State,Washington,53',2019-10,1.0%
State,West Virginia,54',2019-10,3.3%
State,Wisconsin,55',2019-10,1.3%
State,Wyoming,56',2019-10,1.7%
National,United States,-----,2019-11,1.9%
State,Alabama,01',2019-11,3.0%
State,Alaska,02',2019-11,1.4%
State,Arizona,04',2019-11,1.7%
State,Arkansas,05',2019-11,2.7%
State,California,06',2019-11,1.2%
State,Colorado,08',2019-11,1.2%
State,Connecticut,09',2019-11,2.1%
State,Delaware,10',2019-11,2.2%
State,District of Columbia,11',2019-11,1.3%
State,Florida,12',2019-11,1.9%
State,Georgia,13',2019-11,2.6%
State,Hawaii,15',2019-11,0.9%
State,Idaho,16',2019-11,1.3%
State,Illinois,17',2019-11,1.9%
State,Indiana,18',2019-11,2.4%
State,Iowa,19',2019-11,1.6%
State,Kansas,20',2019-11,1.7%
State,Kentucky,21',2019-11,2.2%
State,Louisiana,22',2019-11,3.6%
State,Maine,23',2019-11,2.0%
State,Maryland,24',2019-11,2.3%
State,Massachusetts,25',2019-11,1.4%
State,Michigan,26',2019-11,2.0%
State,Minnesota,27',2019-11,1.3%
State,Mississippi,28',2019-11,4.3%
State,Missouri,29',2019-11,2.1%
State,Montana,30',2019-11,1.4%
State,Nebraska,31',2019-11,1.4%
State,Nevada,32',2019-11,1.5%
State,New Hampshire,33',2019-11,1.5%
State,New Jersey,34',2019-11,2.1%
State,New Mexico,35',2019-11,2.1%
State,New York,36',2019-11,1.9%
State,North Carolina,37',2019-11,2.3%
State,North Dakota,38',2019-11,1.2%
State,Ohio,39',2019-11,2.1%
State,Oklahoma,40',2019-11,2.6%
State,Oregon,41',2019-11,0.9%
State,Pennsylvania,42',2019-11,2.5%
State,Rhode Island,44',2019-11,2.1%
State,South Carolina,45',2019-11,2.7%
State,South Dakota,46',2019-11,1.1%
State,Tennessee,47',2019-11,2.4%
State,Texas,48',2019-11,2.6%
State,Utah,49',2019-11,1.4%
State,Vermont,50',2019-11,1.3%
State,Virginia,51',2019-11,1.8%
State,Washington,53',2019-11,0.9%
State,West Virginia,54',2019-11,3.0%
State,Wisconsin,55',2019-11,1.2%
State,Wyoming,56',2019-11,1.7%
National,United States,-----,2019-12,2.2%
State,Alabama,01',2019-12,3.3%
State,Alaska,02',2019-12,1.4%
State,Arizona,04',2019-12,1.9%
State,Arkansas,05',2019-12,2.9%
State,California,06',2019-12,1.4%
State,Colorado,08',2019-12,1.4%
State,Connecticut,09',2019-12,2.5%
State,Delaware,10',2019-12,2.6%
State,District of Columbia,11',2019-12,1.4%
State,Florida,12',2019-12,2.2%
State,Georgia,13',2019-12,3.0%
State,Hawaii,15',2019-12,1.1%
State,Idaho,16',2019-12,1.9%
State,Illinois,17',2019-12,2.2%
State,Indiana,18',2019-12,2.6%
State,Iowa,19',2019-12,1.8%
State,Kansas,20',2019-12,2.0%
State,Kentucky,21',2019-12,2.5%
State,Louisiana,22',2019-12,4.0%
State,Maine,23',2019-12,2.2%
State,Maryland,24',2019-12,2.6%
State,Massachusetts,25',2019-12,1.8%
State,Michigan,26',2019-12,2.3%
State,Minnesota,27',2019-12,1.5%
State,Mississippi,28',2019-12,4.7%
State,Missouri,29',2019-12,2.4%
State,Montana,30',2019-12,1.5%
State,Nebraska,31',2019-12,1.6%
State,Nevada,32',2019-12,1.6%
State,New Hampshire,33',2019-12,2.0%
State,New Jersey,34',2019-12,2.3%
State,New Mexico,35',2019-12,2.6%
State,New York,36',2019-12,2.3%
State,North Carolina,37',2019-12,2.6%
State,North Dakota,38',2019-12,1.2%
State,Ohio,39',2019-12,2.3%
State,Oklahoma,40',2019-12,2.8%
State,Oregon,41',2019-12,0.9%
State,Pennsylvania,42',2019-12,2.8%
State,Rhode Island,44',2019-12,2.3%
State,South Carolina,45',2019-12,3.0%
State,South Dakota,46',2019-12,1.4%
State,Tennessee,47',2019-12,2.7%
State,Texas,48',2019-12,2.9%
State,Utah,49',2019-12,1.6%
State,Vermont,50',2019-12,1.5%
State,Virginia,51',2019-12,1.9%
State,Washington,53',2019-12,1.0%
State,West Virginia,54',2019-12,3.6%
State,Wisconsin,55',2019-12,1.4%
State,Wyoming,56',2019-12,1.6%
National,United States,-----,2020-01,2.2%
State,Alabama,01',2020-01,3.3%
State,Alaska,02',2020-01,1.5%
State,Arizona,04',2020-01,1.8%
State,Arkansas,05',2020-01,3.2%
State,California,06',2020-01,1.4%
State,Colorado,08',2020-01,1.4%
State,Connecticut,09',2020-01,2.5%
State,Delaware,10',2020-01,2.9%
State,District of Columbia,11',2020-01,1.5%
State,Florida,12',2020-01,2.2%
State,Georgia,13',2020-01,3.0%
State,Hawaii,15',2020-01,1.1%
State,Idaho,16',2020-01,1.9%
State,Illinois,17',2020-01,2.2%
State,Indiana,18',2020-01,2.7%
State,Iowa,19',2020-01,1.9%
State,Kansas,20',2020-01,2.1%
State,Kentucky,21',2020-01,2.5%
State,Louisiana,22',2020-01,4.0%
State,Maine,23',2020-01,2.5%
State,Maryland,24',2020-01,2.5%
State,Massachusetts,25',2020-01,1.8%
State,Michigan,26',2020-01,2.3%
State,Minnesota,27',2020-01,1.5%
State,Mississippi,28',2020-01,4.8%
State,Missouri,29',2020-01,2.3%
State,Montana,30',2020-01,1.7%
State,Nebraska,31',2020-01,1.6%
State,Nevada,32',2020-01,1.6%
State,New Hampshire,33',2020-01,1.9%
State,New Jersey,34',2020-01,2.4%
State,New Mexico,35',2020-01,2.6%
State,New York,36',2020-01,2.2%
State,North Carolina,37',2020-01,2.6%
State,North Dakota,38',2020-01,1.2%
State,Ohio,39',2020-01,2.3%
State,Oklahoma,40',2020-01,2.8%
State,Oregon,41',2020-01,1.0%
State,Pennsylvania,42',2020-01,2.9%
State,Rhode Island,44',2020-01,2.3%
State,South Carolina,45',2020-01,3.2%
State,South Dakota,46',2020-01,1.4%
State,Tennessee,47',2020-01,2.6%
State,Texas,48',2020-01,3.0%
State,Utah,49',2020-01,1.6%
State,Vermont,50',2020-01,1.7%
State,Virginia,51',2020-01,2.0%
State,Washington,53',2020-01,1.0%
State,West Virginia,54',2020-01,3.6%
State,Wisconsin,55',2020-01,1.4%
State,Wyoming,56',2020-01,2.0%
National,United States,-----,2020-02,1.8%
State,Alabama,01',2020-02,2.7%
State,Alaska,02',2020-02,1.6%
State,Arizona,04',2020-02,1.5%
State,Arkansas,05',2020-02,2.7%
State,California,06',2020-02,1.1%
State,Colorado,08',2020-02,1.1%
State,Connecticut,09',2020-02,2.0%
State,Delaware,10',2020-02,2.2%
State,District of Columbia,11',2020-02,1.3%
State,Florida,12',2020-02,1.8%
State,Georgia,13',2020-02,2.4%
State,Hawaii,15',2020-02,0.7%
State,Idaho,16',2020-02,1.2%
State,Illinois,17',2020-02,1.8%
State,Indiana,18',2020-02,2.2%
State,Iowa,19',2020-02,1.5%
State,Kansas,20',2020-02,1.6%
State,Kentucky,21',2020-02,2.0%
State,Louisiana,22',2020-02,3.5%
State,Maine,23',2020-02,1.8%
State,Maryland,24',2020-02,2.1%
State,Massachusetts,25',2020-02,1.4%
State,Michigan,26',2020-02,1.8%
State,Minnesota,27',2020-02,1.3%
State,Mississippi,28',2020-02,4.0%
State,Missouri,29',2020-02,2.0%
State,Montana,30',2020-02,1.3%
State,Nebraska,31',2020-02,1.3%
State,Nevada,32',2020-02,1.2%
State,New Hampshire,33',2020-02,1.5%
State,New Jersey,34',2020-02,2.0%
State,New Mexico,35',2020-02,2.0%
State,New York,36',2020-02,1.8%
State,North Carolina,37',2020-02,2.2%
State,North Dakota,38',2020-02,1.3%
State,Ohio,39',2020-02,1.9%
State,Oklahoma,40',2020-02,2.3%
State,Oregon,41',2020-02,0.9%
State,Pennsylvania,42',2020-02,2.4%
State,Rhode Island,44',2020-02,1.8%
State,South Carolina,45',2020-02,2.5%
State,South Dakota,46',2020-02,0.8%
State,Tennessee,47',2020-02,2.3%
State,Texas,48',2020-02,2.5%
State,Utah,49',2020-02,1.4%
State,Vermont,50',2020-02,1.2%
State,Virginia,51',2020-02,1.7%
State,Washington,53',2020-02,0.8%
State,West Virginia,54',2020-02,3.0%
State,Wisconsin,55',2020-02,1.1%
State,Wyoming,56',2020-02,1.7%
National,United States,-----,2020-03,1.8%
State,Alabama,01',2020-03,2.6%
State,Alaska,02',2020-03,1.6%
State,Arizona,04',2020-03,1.5%
State,Arkansas,05',2020-03,2.3%
State,California,06',2020-03,1.1%
State,Colorado,08',2020-03,1.0%
State,Connecticut,09',2020-03,2.0%
State,Delaware,10',2020-03,2.1%
State,District of Columbia,11',2020-03,1.2%
State,Florida,12',2020-03,1.7%
State,Georgia,13',2020-03,2.2%
State,Hawaii,15',2020-03,0.9%
State,Idaho,16',2020-03,0.9%
State,Illinois,17',2020-03,1.8%
State,Indiana,18',2020-03,2.1%
State,Iowa,19',2020-03,1.5%
State,Kansas,20',2020-03,1.6%
State,Kentucky,21',2020-03,1.8%
State,Louisiana,22',2020-03,3.3%
State,Maine,23',2020-03,1.8%
State,Maryland,24',2020-03,2.0%
State,Massachusetts,25',2020-03,1.6%
State,Michigan,26',2020-03,1.8%
State,Minnesota,27',2020-03,1.2%
State,Mississippi,28',2020-03,3.6%
State,Missouri,29',2020-03,1.9%
State,Montana,30',2020-03,1.1%
State,Nebraska,31',2020-03,1.3%
State,Nevada,32',2020-03,1.2%
State,New Hampshire,33',2020-03,1.7%
State,New Jersey,34',2020-03,1.9%
State,New Mexico,35',2020-03,1.9%
State,New York,36',2020-03,1.8%
State,North Carolina,37',2020-03,2.1%
State,North Dakota,38',2020-03,1.2%
State,Ohio,39',2020-03,1.8%
State,Oklahoma,40',2020-03,2.3%
State,Oregon,41',2020-03,0.9%
State,Pennsylvania,42',2020-03,2.3%
State,Rhode Island,44',2020-03,1.8%
State,South Carolina,45',2020-03,2.4%
State,South Dakota,46',2020-03,1.0%
State,Tennessee,47',2020-03,2.1%
State,Texas,48',2020-03,2.4%
State,Utah,49',2020-03,1.4%
State,Vermont,50',2020-03,1.4%
State,Virginia,51',2020-03,1.6%
State,Washington,53',2020-03,0.8%
State,West Virginia,54',2020-03,2.7%
State,Wisconsin,55',2020-03,1.2%
State,Wyoming,56',2020-03,1.7%
National,United States,-----,2020-04,1.2%
State,Alabama,01',2020-04,1.8%
State,Alaska,02',2020-04,1.0%
State,Arizona,04',2020-04,1.1%
State,Arkansas,05',2020-04,1.7%
State,California,06',2020-04,0.8%
State,Colorado,08',2020-04,0.8%
State,Connecticut,09',2020-04,1.4%
State,Delaware,10',2020-04,1.4%
State,District of Columbia,11',2020-04,1.0%
State,Florida,12',2020-04,1.2%
State,Georgia,13',2020-04,1.5%
State,Hawaii,15',2020-04,0.6%
State,Idaho,16',2020-04,0.7%
State,Illinois,17',2020-04,1.3%
State,Indiana,18',2020-04,1.4%
State,Iowa,19',2020-04,1.0%
State,Kansas,20',2020-04,1.2%
State,Kentucky,21',2020-04,1.3%
State,Louisiana,22',2020-04,2.3%
State,Maine,23',2020-04,1.4%
State,Maryland,24',2020-04,1.5%
State,Massachusetts,25',2020-04,1.0%
State,Michigan,26',2020-04,1.2%
State,Minnesota,27',2020-04,0.8%
State,Mississippi,28',2020-04,2.6%
State,Missouri,29',2020-04,1.4%
State,Montana,30',2020-04,0.7%
State,Nebraska,31',2020-04,0.8%
State,Nevada,32',2020-04,0.8%
State,New Hampshire,33',2020-04,1.3%
State,New Jersey,34',2020-04,1.3%
State,New Mexico,35',2020-04,1.3%
State,New York,36',2020-04,1.3%
State,North Carolina,37',2020-04,1.6%
State,North Dakota,38',2020-04,0.7%
State,Ohio,39',2020-04,1.3%
State,Oklahoma,40',2020-04,1.6%
State,Oregon,41',2020-04,0.5%
State,Pennsylvania,42',2020-04,1.7%
State,Rhode Island,44',2020-04,1.2%
State,South Carolina,45',2020-04,1.7%
State,South Dakota,46',2020-04,0.6%
State,Tennessee,47',2020-04,1.4%
State,Texas,48',2020-04,1.6%
State,Utah,49',2020-04,0.9%
State,Vermont,50',2020-04,0.8%
State,Virginia,51',2020-04,1.1%
State,Washington,53',2020-04,0.5%
State,West Virginia,54',2020-04,1.9%
State,Wisconsin,55',2020-04,0.9%
State,Wyoming,56',2020-04,1.3%
National,United States,-----,2020-05,1.0%
State,Alabama,01',2020-05,1.5%
State,Alaska,02',2020-05,1.1%
State,Arizona,04',2020-05,0.8%
State,Arkansas,05',2020-05,1.4%
State,California,06',2020-05,0.7%
State,Colorado,08',2020-05,0.7%
State,Connecticut,09',2020-05,1.3%
State,Delaware,10',2020-05,1.3%
State,District of Columbia,11',2020-05,0.9%
State,Florida,12',2020-05,1.0%
State,Georgia,13',2020-05,1.2%
State,Hawaii,15',2020-05,0.6%
State,Idaho,16',2020-05,0.6%
State,Illinois,17',2020-05,1.1%
State,Indiana,18',2020-05,1.2%
State,Iowa,19',2020-05,0.8%
State,Kansas,20',2020-05,1.0%
State,Kentucky,21',2020-05,1.2%
State,Louisiana,22',2020-05,1.8%
State,Maine,23',2020-05,1.0%
State,Maryland,24',2020-05,1.2%
State,Massachusetts,25',2020-05,1.0%
State,Michigan,26',2020-05,1.0%
State,Minnesota,27',2020-05,0.7%
State,Mississippi,28',2020-05,2.1%
State,Missouri,29',2020-05,1.1%
State,Montana,30',2020-05,0.7%
State,Nebraska,31',2020-05,0.7%
State,Nevada,32',2020-05,0.7%
State,New Hampshire,33',2020-05,1.0%
State,New Jersey,34',2020-05,1.1%
State,New Mexico,35',2020-05,1.2%
State,New York,36',2020-05,1.1%
State,North Carolina,37',2020-05,1.4%
State,North Dakota,38',2020-05,0.5%
State,Ohio,39',2020-05,1.1%
State,Oklahoma,40',2020-05,1.5%
State,Oregon,41',2020-05,0.5%
State,Pennsylvania,42',2020-05,1.3%
State,Rhode Island,44',2020-05,1.1%
State,South Carolina,45',2020-05,1.3%
State,South Dakota,46',2020-05,0.6%
State,Tennessee,47',2020-05,1.2%
State,Texas,48',2020-05,1.2%
State,Utah,49',2020-05,0.8%
State,Vermont,50',2020-05,0.8%
State,Virginia,51',2020-05,0.9%
State,Washington,53',2020-05,0.5%
State,West Virginia,54',2020-05,1.8%
State,Wisconsin,55',2020-05,0.8%
State,Wyoming,56',2020-05,1.2%
National,United States,-----,2020-06,0.8%
State,Alabama,01',2020-06,1.3%
State,Alaska,02',2020-06,0.8%
State,Arizona,04',2020-06,0.7%
State,Arkansas,05',2020-06,1.2%
State,California,06',2020-06,0.5%
State,Colorado,08',2020-06,0.6%
State,Connecticut,09',2020-06,0.9%
State,Delaware,10',2020-06,1.1%
State,District of Columbia,11',2020-06,0.6%
State,Florida,12',2020-06,0.8%
State,Georgia,13',2020-06,1.0%
State,Hawaii,15',2020-06,0.6%
State,Idaho,16',2020-06,0.6%
State,Illinois,17',2020-06,0.9%
State,Indiana,18',2020-06,1.0%
State,Iowa,19',2020-06,0.7%
State,Kansas,20',2020-06,0.8%
State,Kentucky,21',2020-06,0.9%
State,Louisiana,22',2020-06,1.3%
State,Maine,23',2020-06,1.0%
State,Maryland,24',2020-06,1.0%
State,Massachusetts,25',2020-06,0.7%
State,Michigan,26',2020-06,0.8%
State,Minnesota,27',2020-06,0.5%
State,Mississippi,28',2020-06,1.8%
State,Missouri,29',2020-06,1.0%
State,Montana,30',2020-06,0.5%
State,Nebraska,31',2020-06,0.6%
State,Nevada,32',2020-06,0.6%
State,New Hampshire,33',2020-06,0.9%
State,New Jersey,34',2020-06,0.9%
State,New Mexico,35',2020-06,1.1%
State,New York,36',2020-06,0.8%
State,North Carolina,37',2020-06,1.1%
State,North Dakota,38',2020-06,0.5%
State,Ohio,39',2020-06,0.8%
State,Oklahoma,40',2020-06,1.2%
State,Oregon,41',2020-06,0.4%
State,Pennsylvania,42',2020-06,1.1%
State,Rhode Island,44',2020-06,0.8%
State,South Carolina,45',2020-06,1.2%
State,South Dakota,46',2020-06,0.5%
State,Tennessee,47',2020-06,1.0%
State,Texas,48',2020-06,1.1%
State,Utah,49',2020-06,0.7%
State,Vermont,50',2020-06,0.6%
State,Virginia,51',2020-06,0.7%
State,Washington,53',2020-06,0.4%
State,West Virginia,54',2020-06,1.3%
State,Wisconsin,55',2020-06,0.6%
State,Wyoming,56',2020-06,1.0%
National,United States,-----,2020-07,0.9%
State,Alabama,01',2020-07,1.3%
State,Alaska,02',2020-07,0.9%
State,Arizona,04',2020-07,0.7%
State,Arkansas,05',2020-07,1.3%
State,California,06',2020-07,0.6%
State,Colorado,08',2020-07,0.6%
State,Connecticut,09',2020-07,1.1%
State,Delaware,10',2020-07,1.0%
State,District of Columbia,11',2020-07,0.7%
State,Florida,12',2020-07,0.9%
State,Georgia,13',2020-07,1.1%
State,Hawaii,15',2020-07,0.5%
State,Idaho,16',2020-07,0.7%
State,Illinois,17',2020-07,1.0%
State,Indiana,18',2020-07,1.2%
State,Iowa,19',2020-07,0.9%
State,Kansas,20',2020-07,1.0%
State,Kentucky,21',2020-07,1.1%
State,Louisiana,22',2020-07,1.7%
State,Maine,23',2020-07,1.0%
State,Maryland,24',2020-07,1.0%
State,Massachusetts,25',2020-07,0.8%
State,Michigan,26',2020-07,0.9%
State,Minnesota,27',2020-07,0.5%
State,Mississippi,28',2020-07,2.0%
State,Missouri,29',2020-07,1.1%
State,Montana,30',2020-07,0.7%
State,Nebraska,31',2020-07,0.8%
State,Nevada,32',2020-07,0.6%
State,New Hampshire,33',2020-07,0.9%
State,New Jersey,34',2020-07,0.9%
State,New Mexico,35',2020-07,1.1%
State,New York,36',2020-07,0.9%
State,North Carolina,37',2020-07,1.1%
State,North Dakota,38',2020-07,0.6%
State,Ohio,39',2020-07,1.0%
State,Oklahoma,40',2020-07,1.3%
State,Oregon,41',2020-07,0.5%
State,Pennsylvania,42',2020-07,1.2%
State,Rhode Island,44',2020-07,0.9%
State,South Carolina,45',2020-07,1.2%
State,South Dakota,46',2020-07,0.7%
State,Tennessee,47',2020-07,1.1%
State,Texas,48',2020-07,1.2%
State,Utah,49',2020-07,0.7%
State,Vermont,50',2020-07,0.9%
State,Virginia,51',2020-07,0.8%
State,Washington,53',2020-07,0.5%
State,West Virginia,54',2020-07,1.5%
State,Wisconsin,55',2020-07,0.7%
State,Wyoming,56',2020-07,1.1%
National,United States,-----,2020-08,1.0%
State,Alabama,01',2020-08,1.4%
State,Alaska,02',2020-08,0.9%
State,Arizona,04',2020-08,0.8%
State,Arkansas,05',2020-08,1.5%
State,California,06',2020-08,0.6%
State,Colorado,08',2020-08,0.7%
State,Connecticut,09',2020-08,1.1%
State,Delaware,10',2020-08,1.0%
State,District of Columbia,11',2020-08,0.6%
State,Florida,12',2020-08,0.9%
State,Georgia,13',2020-08,1.1%
State,Hawaii,15',2020-08,0.4%
State,Idaho,16',2020-08,0.8%
State,Illinois,17',2020-08,1.0%
State,Indiana,18',2020-08,1.3%
State,Iowa,19',2020-08,1.0%
State,Kansas,20',2020-08,1.0%
State,Kentucky,21',2020-08,1.2%
State,Louisiana,22',2020-08,1.7%
State,Maine,23',2020-08,1.3%
State,Maryland,24',2020-08,1.0%
State,Massachusetts,25',2020-08,0.9%
State,Michigan,26',2020-08,0.9%
State,Minnesota,27',2020-08,0.7%
State,Mississippi,28',2020-08,1.9%
State,Missouri,29',2020-08,1.2%
State,Montana,30',2020-08,0.7%
State,Nebraska,31',2020-08,0.9%
State,Nevada,32',2020-08,0.6%
State,New Hampshire,33',2020-08,0.9%
State,New Jersey,34',2020-08,1.0%
State,New Mexico,35',2020-08,1.2%
State,New York,36',2020-08,1.0%
State,North Carolina,37',2020-08,1.2%
State,North Dakota,38',2020-08,0.7%
State,Ohio,39',2020-08,1.1%
State,Oklahoma,40',2020-08,1.4%
State,Oregon,41',2020-08,0.5%
State,Pennsylvania,42',2020-08,1.3%
State,Rhode Island,44',2020-08,0.9%
State,South Carolina,45',2020-08,1.3%
State,South Dakota,46',2020-08,0.9%
State,Tennessee,47',2020-08,1.2%
State,Texas,48',2020-08,1.2%
State,Utah,49',2020-08,0.6%
State,Vermont,50',2020-08,0.9%
State,Virginia,51',2020-08,0.9%
State,Washington,53',2020-08,0.5%
State,West Virginia,54',2020-08,1.8%
State,Wisconsin,55',2020-08,0.8%
State,Wyoming,56',2020-08,1.4%
National,United States,-----,2020-09,0.9%
State,Alabama,01',2020-09,1.3%
State,Alaska,02',2020-09,0.8%
State,Arizona,04',2020-09,0.7%
State,Arkansas,05',2020-09,1.4%
State,California,06',2020-09,0.5%
State,Colorado,08',2020-09,0.6%
State,Connecticut,09',2020-09,0.8%
State,Delaware,10',2020-09,1.0%
State,District of Columbia,11',2020-09,0.5%
State,Florida,12',2020-09,0.8%
State,Georgia,13',2020-09,1.0%
State,Hawaii,15',2020-09,0.4%
State,Idaho,16',2020-09,0.6%
State,Illinois,17',2020-09,0.9%
State,Indiana,18',2020-09,1.2%
State,Iowa,19',2020-09,0.8%
State,Kansas,20',2020-09,1.0%
State,Kentucky,21',2020-09,0.9%
State,Louisiana,22',2020-09,1.5%
State,Maine,23',2020-09,0.8%
State,Maryland,24',2020-09,0.9%
State,Massachusetts,25',2020-09,0.7%
State,Michigan,26',2020-09,0.9%
State,Minnesota,27',2020-09,0.6%
State,Mississippi,28',2020-09,1.8%
State,Missouri,29',2020-09,1.1%
State,Montana,30',2020-09,0.7%
State,Nebraska,31',2020-09,0.8%
State,Nevada,32',2020-09,0.6%
State,New Hampshire,33',2020-09,0.7%
State,New Jersey,34',2020-09,0.8%
State,New Mexico,35',2020-09,1.0%
State,New York,36',2020-09,0.8%
State,North Carolina,37',2020-09,1.1%
State,North Dakota,38',2020-09,0.6%
State,Ohio,39',2020-09,1.0%
State,Oklahoma,40',2020-09,1.2%
State,Oregon,41',2020-09,0.4%
State,Pennsylvania,42',2020-09,1.1%
State,Rhode Island,44',2020-09,0.8%
State,South Carolina,45',2020-09,1.2%
State,South Dakota,46',2020-09,0.5%
State,Tennessee,47',2020-09,1.1%
State,Texas,48',2020-09,1.1%
